objectid,featuretype,descripton,class,facility_name,facility_operationalstatus,facility_address,abs_suburb,facility_state,abs_postcode,facility_attribute_source,facility_attribute_date,facility_source,facility_date,facility_spatial_confidence,facility_revised,facility_lat,facility_long,validated,gnaf_building_name,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_confidence,gnaf_postcode,gnaf_suburb,distance_to_gnaf,gnaf_lat,gnaf_long,comment_,lhn_code
628,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,KADINA STATION,OPERATIONAL,6 TAYLOR STREET,KADINA,SOUTH AUSTRALIA,5554,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-33.963436,137.710712,,,GASA_415517578,6 TAYLOR STREET,0,5554,KADINA,6,-33.9634742,137.7106729,,YNLHN
629,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,KAPUNDA STATION,OPERATIONAL,10 HILL STREET,KAPUNDA,SOUTH AUSTRALIA,5373,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.340557,138.914496,,,GASA_415399437,10 HILL STREET,0,5373,KAPUNDA,8,-34.3405312,138.9145749,,BFHLHN
578,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,KAROONDA DIVISION,OPERATIONAL,LOT 55 STOKES ROAD,KAROONDA,SOUTH AUSTRALIA,5307,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-35.09499332,139.8896281,,,GASA_424416242,LOT 55 STOKES ROAD,-1,5307,KAROONDA,10,-35.0950398,139.8897249,,RMCLHN
579,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,KAROONDA STATION,OPERATIONAL,LOT 55 STOKES ROAD,KAROONDA,SOUTH AUSTRALIA,5307,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.09495,139.88981,,,GASA_424416242,LOT 55 STOKES ROAD,-1,5307,KAROONDA,13,-35.0950398,139.8897249,,RMCLHN
580,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,KEITH STATION,OPERATIONAL,LOT 24 HILL AVENUE,KEITH,SOUTH AUSTRALIA,5267,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-36.097515,140.346069,,,GASA_425064653,LOT 24 HILL AVENUE,-1,5267,KEITH,2,-36.09750309,140.346081,,LCLHN
581,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,KIMBA STATION,OPERATIONAL,8A CROSS STREET,KIMBA,SOUTH AUSTRALIA,5641,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-33.13862,136.419272,,,GASA_423681440,8 CROSS STREET,1,5641,KIMBA,13,-33.13863775,136.4194043,,EFNLHN
582,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,KINGSCOTE STATION,OPERATIONAL,17 MURRAY STREET,KINGSCOTE,SOUTH AUSTRALIA,5223,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.654679,137.636798,,,GASA_415557147,17 MURRAY STREET,1,5223,KINGSCOTE,6,-35.6546878,137.6367339,,BFHLHN
583,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,KINGSTON STATION,OPERATIONAL,2 SMITHS LANE,KINGSTON SE,SOUTH AUSTRALIA,5275,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-36.840368,139.853783,,,GASA_425353760,LOT 4 EAST TERRACE,0,5275,KINGSTON SE,25,-36.84017675,139.8536427,,LCLHN
584,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LAMEROO DIVISION,OPERATIONAL,LOT 1 CHANDOS TERRACE,LAMEROO,SOUTH AUSTRALIA,5302,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-35.32895473,140.514893,,,GASA_424149530,LOT 1 CHANDOS TERRACE,1,5302,LAMEROO,1444,-35.33970373,140.5059462,,RMCLHN
585,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LAMEROO STATION,OPERATIONAL,LOT 1 CHANDOS TERRACE,LAMEROO,SOUTH AUSTRALIA,5302,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.32878,140.515141,,,GASA_424149530,LOT 1 CHANDOS TERRACE,1,5302,LAMEROO,1472,-35.33970373,140.5059462,,RMCLHN
586,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LEIGH CREEK STATION,OPERATIONAL,PT LT 305 BLACK OAK DRIVE,LEIGH CREEK,SOUTH AUSTRALIA,5731,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-30.591509,138.398321,,,GASA_424289860,LOT 305 BLACK OAK DRIVE,0,5731,LEIGH CREEK,21,-30.59160354,138.3985113,,FUNLHN
587,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LOCK STATION,OPERATIONAL,34 DEARMAN STREET,LOCK,SOUTH AUSTRALIA,5633,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-33.565559,135.755649,,,GASA_416100813,34 DEARMAN STREET,1,5633,LOCK,16,-33.56549862,135.7558014,,EFNLHN
569,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LOGISTICS DIVISION,OPERATIONAL,11 ACORN ROAD,CAMDEN PARK,SOUTH AUSTRALIA,5038,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.96189896,138.5431843,,,GASA_414915826,11 ACORN ROAD,1,5038,CAMDEN PARK,0,-34.961899,138.5431844,,CALHN
588,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LOXTON DIVISION,OPERATIONAL,KOKODA TERRACE,LOXTON,SOUTH AUSTRALIA,5333,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.45334356,140.5733489,,,GASA_424111468,LOT 87 KOKODA TERRACE,0,5333,LOXTON,44,-34.45356924,140.5729613,,RMCLHN
589,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LOXTON STATION,OPERATIONAL,KOKODA TERRACE,LOXTON,SOUTH AUSTRALIA,5333,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.45344,140.573523,,,GASA_424111468,LOT 87 KOKODA TERRACE,0,5333,LOXTON,54,-34.45356924,140.5729613,,RMCLHN
590,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LUCINDALE STATION,OPERATIONAL,MUSGRAVE AVENUE,LUCINDALE,SOUTH AUSTRALIA,5272,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-36.972443,140.367126,,,GASA_424194533,LOT 221 MUSGRAVE AVENUE,0,5272,LUCINDALE,19,-36.97228662,140.3670441,,LCLHN
591,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MAITLAND STATION,OPERATIONAL,68 ROBERT STREET,MAITLAND,SOUTH AUSTRALIA,5573,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.37089,137.673765,,HOSPITAL,GASA_417122975,68 ROBERT STREET,2,5573,MAITLAND,70,-34.37033353,137.6741232,,YNLHN
593,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MALLALA DIVISION,OPERATIONAL,LOT 747 ADELAIDE ROAD,MALLALA,SOUTH AUSTRALIA,5502,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.43841844,138.509629,,,GASA_424151334,LOT 747 ADELAIDE ROAD,0,5502,MALLALA,1,-34.43841381,138.5096229,,BFHLHN
592,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MALLALA STATION,OPERATIONAL,LOT 747 ADELAIDE ROAD,MALLALA,SOUTH AUSTRALIA,5502,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.438371,138.509542,,,GASA_424151334,LOT 747 ADELAIDE ROAD,0,5502,MALLALA,9,-34.43841381,138.5096229,,BFHLHN
594,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MANNUM STATION,OPERATIONAL,ADELAIDE ROAD,MANNUM,SOUTH AUSTRALIA,5238,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.914507,139.301963,,,GASA_424922194,56 ADELAIDE ROAD,1,5238,MANNUM,29,-34.91473208,139.3017953,,RMCLHN
595,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MARION BAY STATION,OPERATIONAL,10-20 SLOW STREET,MARION BAY,SOUTH AUSTRALIA,5575,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.237458,136.980302,,,GASA_415035700,10-20 SLOW STREET,2,5575,MARION BAY,26,-35.23763585,136.9804808,,YNLHN
568,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MARION DIVISION,OPERATIONAL,7 ARUNDEL ROAD,BRIGHTON,SOUTH AUSTRALIA,5048,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-35.02015536,138.5244908,,,GASA_415247759,7 ARUNDEL ROAD,1,5048,BRIGHTON,0,-35.0201553,138.5244909,,SALHN
603,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MARION STATION,OPERATIONAL,346A STURT ROAD,MITCHELL PARK,SOUTH AUSTRALIA,5043,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.016554,138.564744,,,GASA_415252613,346 STURT ROAD,0,5043,MITCHELL PARK,3,-35.01657156,138.5647634,,SALHN
596,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MARLA STATION,OPERATIONAL,LOT 9 PLOVER STREET,MARLA,SOUTH AUSTRALIA,5724,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-27.302074,133.62283,,,GASA_424201306,LOT 9 PLOVER STREET,0,5724,MARLA,67,-27.30149501,133.6230306,,EFNLHN
597,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MCLAREN VALE STATION,OPERATIONAL,ALDERSEY STREET,MCLAREN VALE,SOUTH AUSTRALIA,5171,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.220791,138.544539,,MCLAREN VALE HOSPITAL,GASA_424737914,5-9 ALDERSEY STREET,1,5171,MCLAREN VALE,43,-35.22108645,138.5448463,,SALHN
598,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MEADOWS STATION,OPERATIONAL,70-72 MAWSON ROAD,MEADOWS,SOUTH AUSTRALIA,5201,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.181167,138.762816,,,GASA_425444354,70-72 MAWSON ROAD,-1,5201,MEADOWS,10,-35.18114411,138.7629188,,BFHLHN
599,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MENINGIE STATION,OPERATIONAL,102 PRINCES HIGHWAY,MENINGIE,SOUTH AUSTRALIA,5264,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.692392,139.336783,,,GASA_415615233,102 PRINCES HIGHWAY,1,5264,MENINGIE,23,-35.6921933,139.336861,,RMCLHN
601,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MILLICENT DIVISION,OPERATIONAL,PT LT 1 MOUNT GAMBIER ROAD,MILLICENT,SOUTH AUSTRALIA,5280,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-37.59846227,140.3582835,,HOSP LODGE,GASA_424319613,LOT 1 MOUNT GAMBIER ROAD,1,5280,MILLICENT,85,-37.59829526,140.3592208,,LCLHN
600,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MILLICENT STATION,OPERATIONAL,MOUNT GAMBIER ROAD,MILLICENT,SOUTH AUSTRALIA,5280,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-37.598176,140.358,,HOSP LODGE,GASA_424319613,LOT 1 MOUNT GAMBIER ROAD,1,5280,MILLICENT,109,-37.59829526,140.3592208,,LCLHN
602,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MINLATON STATION,OPERATIONAL,LOT 198 MAIN STREET,MINLATON,SOUTH AUSTRALIA,5575,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.773863,137.593793,,MINLATON DISTRICT HOSPITAL,GASA_417123934,69 MAIN STREET,1,5575,MINLATON,40,-34.77396016,137.5933711,,YNLHN
633,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MITCHAM COL LIGHT GARDENS ADULT DIVISION,OPERATIONAL,221 BELAIR ROAD,TORRENS PARK,SOUTH AUSTRALIA,5062,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.98570849,138.6120003,,,GASA_415203785,221 BELAIR ROAD,1,5062,TORRENS PARK,3,-34.9857191,138.6119656,,SALHN
636,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MITCHAM COL LIGHT GARDENS CADET DIVISION,OPERATIONAL,14 ARTHUR STREET,UNLEY,SOUTH AUSTRALIA,5061,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.95002692,138.6055077,,,GASA_415424196,14 ARTHUR STREET,1,5061,UNLEY,0,-34.950027,138.6055078,,SALHN
632,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MITCHAM STATION,OPERATIONAL,221 BELAIR ROAD,TORRENS PARK,SOUTH AUSTRALIA,5062,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.985716,138.611953,,,GASA_415203785,221 BELAIR ROAD,1,5062,TORRENS PARK,1,-34.9857191,138.6119656,,SALHN
606,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MOONTA STATION,OPERATIONAL,7 RYAN STREET,MOONTA,SOUTH AUSTRALIA,5558,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.068321,137.592688,,,GASA_415516258,7 RYAN STREET,2,5558,MOONTA,14,-34.06840991,137.5927979,,YNLHN
615,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MORGAN CADET DIVISION,OPERATIONAL,1 SIXTH STREET,MORGAN,SOUTH AUSTRALIA,5320,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.02963625,139.6687823,,,GASA_415678288,1 SIXTH STREET,1,5320,MORGAN,0,-34.0296363,139.6687825,,RMCLHN
691,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MORGAN STATION,OPERATIONAL,FIRST STREET,MORGAN,SOUTH AUSTRALIA,5320,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.033007,139.670396,,,,,,,,,,,NO GNAF POINT,RMCLHN
620,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MT BARKER STATION,OPERATIONAL,21 MANN STREET,MOUNT BARKER,SOUTH AUSTRALIA,5251,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.068605,138.860161,,,GASA_422065687,21 MANN STREET,1,5251,MOUNT BARKER,3,-35.06859318,138.8601301,,BFHLHN
665,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MT GAMBIER STATION,OPERATIONAL,46 PENOLA ROAD,MOUNT GAMBIER,SOUTH AUSTRALIA,5290,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-37.824908,140.78281,,,GASA_415542445,46 PENOLA ROAD,1,5290,MOUNT GAMBIER,30,-37.82503884,140.7831035,,LCLHN
666,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MT PLEASANT STATION,OPERATIONAL,HOSPITAL ROAD,MOUNT PLEASANT,SOUTH AUSTRALIA,5235,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.77308,139.054123,,,GASA_416991705,36 HOSPITAL ROAD,0,5235,MOUNT PLEASANT,26,-34.77328354,139.0539736,,BFHLHN
634,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MT BARKER DIVISION,OPERATIONAL,3 KOOKABURRA LANE,TOTNESS,SOUTH AUSTRALIA,5250,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-35.05380169,138.8525448,,,GASA_422064238,3 KOOKABURRA LANE,2,5250,TOTNESS,14,-35.05389433,138.8524402,,LCLHN
621,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MT GAMBIER DIVISION,OPERATIONAL,46 PENOLA ROAD,MOUNT GAMBIER,SOUTH AUSTRALIA,5290,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-37.82496084,140.7830303,,,GASA_415542445,46 PENOLA ROAD,1,5290,MOUNT GAMBIER,11,-37.82503884,140.7831035,,LCLHN
667,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MURRAY BRIDGE DIVISION,OPERATIONAL,94 SWANPORT ROAD,MURRAY BRIDGE,SOUTH AUSTRALIA,5253,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-35.1282775,139.2795442,,,GASA_415017142,94 SWANPORT ROAD,2,5253,MURRAY BRIDGE,3,-35.12824815,139.2795505,,RMCLHN
692,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MURRAY BRIDGE STATION,OPERATIONAL,DARLING AVENUE,MURRAY BRIDGE,SOUTH AUSTRALIA,5253,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.144113,139.285578,,,,,,,,,,,NO GNAF POINT,RMCLHN
668,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,NANGWARRY STATION,OPERATIONAL,LOT 304 BEDNALL DRIVE,NANGWARRY,SOUTH AUSTRALIA,5277,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-37.542637,140.814192,,,GASA_424817434,LOT 304 BEDNALL DRIVE,0,5277,NANGWARRY,21,-37.54261667,140.8139515,,LCLHN
670,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,NARACOORTE DIVISION,OPERATIONAL,BUTLER TERRACE,NARACOORTE,SOUTH AUSTRALIA,5271,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-36.96452444,140.7444854,,,GASA_424292721,LOT 1134 BUTLER TERRACE,0,5271,NARACOORTE,3,-36.96450613,140.7445008,,LCLHN
669,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,NARACOORTE STATION,OPERATIONAL,BUTLER TERRACE,NARACOORTE,SOUTH AUSTRALIA,5271,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-36.964632,140.744472,,,GASA_424292721,LOT 1134 BUTLER TERRACE,0,5271,NARACOORTE,14,-36.96450613,140.7445008,,LCLHN
616,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,NOARLUNGA DIVISION,OPERATIONAL,LOT 500 FLAXMILL ROAD,MORPHETT VALE,SOUTH AUSTRALIA,5162,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-35.12716464,138.5111164,,,GASA_424171445,LOT 500 FLAXMILL ROAD,-1,5162,MORPHETT VALE,27,-35.12729542,138.5113608,,SALHN
618,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,NOARLUNGA STATION,OPERATIONAL,LOT 500 FLAXMILL ROAD,MORPHETT VALE,SOUTH AUSTRALIA,5162,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.127233,138.511348,,,GASA_424171445,LOT 500 FLAXMILL ROAD,-1,5162,MORPHETT VALE,7,-35.12729542,138.5113608,,SALHN
638,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,O'HALLORAN HILL STATION,OPERATIONAL,4 MAJORS ROAD,O'HALLORAN HILL,SOUTH AUSTRALIA,5158,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.054917,138.544933,,FIRE STATION,GASA_415530151,4 MAJORS ROAD,1,5158,TROTT PARK,35,-35.05499049,138.544561,,SALHN
639,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ORROROO STATION,OPERATIONAL,12172 R M WILLIAMS WAY,ORROROO,SOUTH AUSTRALIA,5431,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-32.735797,138.617285,,,GASA_425140194,12172 R M WILLIAMS WAY,1,5431,ORROROO,30,-32.73602795,138.6174478,,YNLHN
640,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PADTHAWAY STATION,OPERATIONAL,2 MEMORIAL DRIVE,PADTHAWAY,SOUTH AUSTRALIA,5271,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-36.603115,140.493124,,,GASA_422266977,2 MEMORIAL DRIVE,2,5271,PADTHAWAY,2,-36.60311199,140.4931483,,LCLHN
641,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PARKSIDE STATION,OPERATIONAL,6 GLEN OSMOND ROAD,PARKSIDE,SOUTH AUSTRALIA,5063,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.941046,138.616041,,,GASA_416679161,6-8 GLEN OSMOND ROAD,1,5063,PARKSIDE,13,-34.94114382,138.6159698,,CALHN
