objectid,featuretype,descripton,class,facility_name,facility_operationalstatus,facility_address,abs_suburb,facility_state,abs_postcode,facility_attribute_source,facility_attribute_date,facility_source,facility_date,facility_spatial_confidence,facility_revised,facility_lat,facility_long,validated,gnaf_building_name,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_confidence,gnaf_postcode,gnaf_suburb,distance_to_gnaf,gnaf_lat,gnaf_long,comment_,lhn_code
643,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PENNESHAW STATION,OPERATIONAL,LOT 98 THE LANE,PENNESHAW,SOUTH AUSTRALIA,5222,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.718622,137.937375,,,GASA_424215021,LOT 98  ,-1,5222,PENNESHAW,16,-35.7184792,137.9373945,,BFHLHN
645,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PENOLA DIVISION,OPERATIONAL,16E CHURCH STREET,PENOLA,SOUTH AUSTRALIA,5277,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-37.38361212,140.8364761,,,GASA_423774349,16 CHURCH STREET,1,5277,PENOLA,23,-37.38352825,140.8362451,,LCLHN
644,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PENOLA STATION,OPERATIONAL,16E CHURCH STREET,PENOLA,SOUTH AUSTRALIA,5277,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-37.383552,140.836358,,,GASA_423774349,16 CHURCH STREET,1,5277,PENOLA,10,-37.38352825,140.8362451,,LCLHN
646,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PETERBOROUGH STATION,OPERATIONAL,19-21 QUEEN STREET,PETERBOROUGH,SOUTH AUSTRALIA,5422,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-32.977025,138.842687,,,GASA_425449071,19-21 QUEEN STREET,0,5422,PETERBOROUGH,21,-32.97709304,138.8428921,,YNLHN
647,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PINNAROO STATION,OPERATIONAL,LOT 104 HOMBURG TERRACE,PINNAROO,SOUTH AUSTRALIA,5304,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.259699,140.909877,,,GASA_424179888,LOT 104 HOMBURG TERRACE,1,5304,PINNAROO,10,-35.25966093,140.9099739,,RMCLHN
607,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PLAYFORD DIVISION,OPERATIONAL,LOT 15 ELIZABETH WAY,ELIZABETH,SOUTH AUSTRALIA,5112,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.71464282,138.6712366,,,GASA_416853352,81 ELIZABETH WAY,1,5112,ELIZABETH,8,-34.71458664,138.6711772,,NALHN
608,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PLAYFORD STATION,OPERATIONAL,LOT 1 TOLMER ROAD,ELIZABETH PARK,SOUTH AUSTRALIA,5113,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.707814,138.679288,,,GASA_424123855,LOT 1 TOLMER ROAD,1,5113,ELIZABETH PARK,3,-34.70783505,138.6792638,,NALHN
648,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PT ADELAIDE STATION,OPERATIONAL,3-5 SANTO PDE,PORT ADELAIDE,SOUTH AUSTRALIA,5015,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.843087,138.511522,,,GASA_415373732,3-5 SANTO PARADE,1,5015,PORT ADELAIDE,15,-34.84295619,138.5115399,,CALHN
650,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PT AUGUSTA STATION,OPERATIONAL,6 GILES STREET,PORT AUGUSTA,SOUTH AUSTRALIA,5700,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-32.509256,137.777103,,,GASA_424426161,6 GILES STREET,0,5700,PORT AUGUSTA,5,-32.50921734,137.7771286,,FUNLHN
651,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PT BROUGHTON STATION,OPERATIONAL,BAY STREET,PORT BROUGHTON,SOUTH AUSTRALIA,5522,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-33.601147,137.934669,,,GASA_720417316,22-24 BAY STREET,0,5522,PORT BROUGHTON,9,-33.60117103,137.9345762,,YNLHN
654,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PT LINCOLN STATION,OPERATIONAL,4 MARINE AVENUE,PORT LINCOLN,SOUTH AUSTRALIA,5606,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.724847,135.850629,,,GASA_422065936,4 MARINE AVENUE,0,5606,PORT LINCOLN,2,-34.72482548,135.850625,,EFNLHN
655,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PT NEILL STATION,OPERATIONAL,BICE STREET,PORT NEILL,SOUTH AUSTRALIA,5604,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.119503,136.349021,,,GASA_415723620,41 WALLIS STREET,0,5604,PORT NEILL,21,-34.11937528,136.348861,,EFNLHN
656,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PT PIRIE DIVISION,OPERATIONAL,49-57 GERTRUDE STREET,PORT PIRIE,SOUTH AUSTRALIA,5540,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-33.17635466,138.0070819,,,GASA_425438281,49-57 GERTRUDE STREET,0,5540,PORT PIRIE,19,-33.17644117,138.0072514,,YNLHN
657,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PT PIRIE STATION,OPERATIONAL,97 GREY TERRACE,PORT PIRIE SOUTH,SOUTH AUSTRALIA,5540,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-33.189938,138.00589,,,GASA_719861375,97 GREY TERRACE,0,5540,PORT PIRIE SOUTH,83,-33.19062469,138.0055383,,YNLHN
658,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PT WAKEFIELD STATION,OPERATIONAL,2 BURRA STREET,PORT WAKEFIELD,SOUTH AUSTRALIA,5550,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.186318,138.153171,,,GASA_416270164,2 BURRA STREET,0,5550,PORT WAKEFIELD,12,-34.18624888,138.1530785,,YNLHN
660,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PROSPECT CADET DIVISION,OPERATIONAL,387 REGENCY ROAD,PROSPECT,SOUTH AUSTRALIA,5082,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.87451583,138.5905711,,,GASA_415419889,387 REGENCY ROAD,1,5082,PROSPECT,0,-34.8745158,138.5905713,,CALHN
659,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PROSPECT STATION,OPERATIONAL,478-480 REGENCY ROAD,PROSPECT,SOUTH AUSTRALIA,5082,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.873514,138.600424,,,GASA_425449480,478-480 REGENCY ROAD,0,5082,PROSPECT,17,-34.87340228,138.6002903,,CALHN
679,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PT ADELAIDE DIVISION,OPERATIONAL,2-18 FRESHWATER ROAD,SEMAPHORE,SOUTH AUSTRALIA,5019,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.84316384,138.4873658,,,GASA_425460006,2-18 FRESHWATER ROAD,0,5019,SEMAPHORE,33,-34.84287538,138.4873048,,CALHN
649,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PT AUGUSTA DIVISION,OPERATIONAL,18-26 ANSTEY STREET,PORT AUGUSTA,SOUTH AUSTRALIA,5700,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-32.50990816,137.7770414,,,GASA_425459683,18-26 ANSTEY STREET,-1,5700,PORT AUGUSTA,105,-32.50988376,137.7759299,,FUNLHN
652,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PT BROUGHTON DIVISION,OPERATIONAL,BAY STREET,PORT BROUGHTON,SOUTH AUSTRALIA,5522,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-33.60105145,137.9344942,,,GASA_720417316,22-24 BAY STREET,0,5522,PORT BROUGHTON,15,-33.60117103,137.9345762,,YNLHN
653,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,PT LINCOLN DIVISION,OPERATIONAL,4 MARINE AVENUE,PORT LINCOLN,SOUTH AUSTRALIA,5606,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.72482569,135.8506316,,,GASA_422065936,4 MARINE AVENUE,0,5606,PORT LINCOLN,1,-34.72482548,135.850625,,EFNLHN
662,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,QUORN STATION,OPERATIONAL,LOT 501 WEST TERRACE,QUORN,SOUTH AUSTRALIA,5433,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-32.35152,138.037854,,,GASA_424219758,LOT 501 WEST TERRACE,0,5433,QUORN,136,-32.35246108,138.0387753,,FUNLHN
663,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,REDWOOD PARK STATION,OPERATIONAL,LOT 540 GAYLARD CRES,REDWOOD PARK,SOUTH AUSTRALIA,5097,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.816991,138.695253,,,GASA_424302958,LOT 533 GAYLARD CRESCENT,-1,5097,REDWOOD PARK,33,-34.81683388,138.6955551,,NALHN
672,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,RENMARK DIVISION,OPERATIONAL,LOT 106 EIGHTEENTH STREET,RENMARK,SOUTH AUSTRALIA,5341,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.17426527,140.7448641,,,GASA_424168686,LOT 106 EIGHTEENTH STREET,-1,5341,RENMARK,1,-34.17427233,140.7448579,,RMCLHN
664,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,RENMARK STATION,OPERATIONAL,LOT 567 EIGHTEENTH STREET,RENMARK,SOUTH AUSTRALIA,5341,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.17435,140.744987,,,GASA_424168691,LOT 567 EIGHTEENTH STREET,-1,5341,RENMARK,8,-34.1744148,140.7450168,,RMCLHN
673,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,RIVERTON STATION,OPERATIONAL,16 TORRENS ROAD,RIVERTON,SOUTH AUSTRALIA,5412,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.156895,138.74825,,,GASA_415485155,16 TORRENS ROAD,1,5412,RIVERTON,2,-34.1569093,138.7482414,,RMCLHN
675,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ROBE STATION,OPERATIONAL,LOT 1 O'HALLORAN STREET,ROBE,SOUTH AUSTRALIA,5276,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-37.165409,139.75149,,,GASA_424196784,LOT 1 O'HALLORAN STREET,0,5276,ROBE,9,-37.16547213,139.7514349,,LCLHN
676,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ROXBY DOWNS STATION,OPERATIONAL,16-28 BURGOYNE STREET,ROXBY DOWNS,SOUTH AUSTRALIA,5725,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-30.562751,136.893912,,HOSPITAL,GASA_417106116,16-28 BURGOYNE STREET,2,5725,ROXBY DOWNS,36,-30.56302614,136.8941137,,FUNLHN
677,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,SALISBURY DOWNS DIVISION,OPERATIONAL,7-15 DE MILLE STREET,SALISBURY DOWNS,SOUTH AUSTRALIA,5108,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.76684722,138.6146818,,,GASA_425435473,7-15 DE MILLE STREET,0,5108,SALISBURY DOWNS,77,-34.76643535,138.6140073,,NALHN
678,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,SALISBURY STATION,OPERATIONAL,1-3 BREMEN DRIVE,SALISBURY SOUTH,SOUTH AUSTRALIA,5106,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.783769,138.637486,,,GASA_425432702,1-3 BREMEN DRIVE,0,5106,SALISBURY SOUTH,14,-34.78363987,138.6374723,,NALHN
680,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,SNOWTOWN STATION,OPERATIONAL,3-5 ADELAIDE ROAD,SNOWTOWN,SOUTH AUSTRALIA,5520,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-33.788036,138.210929,,,GASA_425430645,3-5 ADELAIDE ROAD,0,5520,SNOWTOWN,32,-33.78822979,138.211179,,YNLHN
617,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,SOUTHERN JUNIORS DIVISION,OPERATIONAL,LOT 500 FLAXMILL ROAD,MORPHETT VALE,SOUTH AUSTRALIA,5162,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-35.12729714,138.5112969,,,GASA_424171445,LOT 500 FLAXMILL ROAD,-1,5162,MORPHETT VALE,6,-35.12729542,138.5113608,,SALHN
541,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,SPECIAL OPERATIONS STATION,OPERATIONAL,LOT 42 SIR DONALD BRADMAN DRIVE,ADELAIDE AIRPORT,SOUTH AUSTRALIA,5950,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.936336,138.532365,,,GASA_423200457,LOT 42 SIR DONALD BRADMAN DRIVE,0,5950,ADELAIDE AIRPORT,1724,-34.94659905,138.5465287,,CALHN
526,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,STATE HEADQUARTERS,OPERATIONAL,216 GREENHILL ROAD,EASTWOOD,SOUTH AUSTRALIA,5063,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.940631,138.621913,,,GASA_415467451,216 GREENHILL ROAD,1,5063,EASTWOOD,11,-34.940725,138.6218865,,CALHN
718,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,STATE HEADQUARTERS,OPERATIONAL,79-85 EDMUND AVENUE,UNLEY,SOUTH AUSTRALIA,5061,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.95194851,138.6085698,,,GASA_425436178,79-85 EDMUND AVENUE,0,5061,UNLEY,4,-34.95194691,138.6086123,,CALHN
542,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,STIRLING STATION,OPERATIONAL,298 MOUNT BARKER ROAD,ALDGATE,SOUTH AUSTRALIA,5154,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.012436,138.743777,,,GASA_416901049,298 MOUNT BARKER ROAD,1,5154,ALDGATE,20,-35.01261773,138.7437924,,BFHLHN
681,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,STRATHALBYN DIVISION,OPERATIONAL,3 RANKINE STREET,STRATHALBYN,SOUTH AUSTRALIA,5255,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-35.25971386,138.8933576,,,GASA_415472773,3 RANKINE STREET,1,5255,STRATHALBYN,0,-35.25971395,138.8933577,,BFHLHN
682,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,STRATHALBYN STATION,OPERATIONAL,3 RANKINE STREET,STRATHALBYN,SOUTH AUSTRALIA,5255,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.259823,138.893076,,,GASA_415472773,3 RANKINE STREET,1,5255,STRATHALBYN,28,-35.25971395,138.8933577,,BFHLHN
683,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,STREAKY BAY STATION,OPERATIONAL,1 FLINDERS DRIVE,STREAKY BAY,SOUTH AUSTRALIA,5680,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-32.792987,134.217689,,,GASA_417127110,1 FLINDERS DRIVE,0,5680,STREAKY BAY,68,-32.79285377,134.2169859,,EFNLHN
684,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,SWAN REACH STATION,OPERATIONAL,NILDOTTIE ROAD,SWAN REACH,SOUTH AUSTRALIA,5354,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.570731,139.598691,,,GASA_424195680,LOT 51 NILDOTTIE ROAD,0,5354,SWAN REACH,102,-34.56982753,139.5984945,,RMCLHN
685,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,TAILEM BEND DIVISION,OPERATIONAL,67 PRINCES HIGHWAY,TAILEM BEND,SOUTH AUSTRALIA,5260,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-35.25413776,139.4532779,,,GASA_415720459,67 PRINCES HIGHWAY,1,5260,TAILEM BEND,0,-35.2541376,139.4532781,,RMCLHN
630,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,TAILEM BEND STATION,OPERATIONAL,LOT 502 GRANITES ROAD,TAILEM BEND,SOUTH AUSTRALIA,5260,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.244168,139.453448,,,GASA_424175471,LOT 502 GRANITES ROAD,0,5260,TAILEM BEND,176,-35.24397911,139.4515286,,RMCLHN
604,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,TEA TREE GULLY DIVISION,OPERATIONAL,LOT 220 SMART ROAD,MODBURY,SOUTH AUSTRALIA,5092,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.83474295,138.6905314,,,GASA_424210205,LOT 220 SMART ROAD,-1,5092,MODBURY,48,-34.83448147,138.6901181,,NALHN
631,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,TINTINARA STATION,OPERATIONAL,28-30 WENDT TERRACE,TINTINARA,SOUTH AUSTRALIA,5266,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.882117,140.057212,,,GASA_425455066,28-30 WENDT TERRACE,0,5266,TINTINARA,9,-35.88211958,140.057314,,RMCLHN
635,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,TUMBY BAY STATION,OPERATIONAL,8 ESPLANADE,TUMBY BAY,SOUTH AUSTRALIA,5605,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.371573,136.104008,,URINGA HOSTEL,GASA_415113499,8 ESPLANADE ,2,5605,TUMBY BAY,62,-34.37213017,136.104057,,EFNLHN
719,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,UNLEY CADET DIVISION,OPERATIONAL,14 ARTHUR STREET,UNLEY,SOUTH AUSTRALIA,5061,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.95002692,138.6055077,,,GASA_415424196,14 ARTHUR STREET,1,5061,UNLEY,0,-34.950027,138.6055078,,CALHN
720,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,VICTOR HARBOR DIVISION,OPERATIONAL,45-47 TORRENS STREET,VICTOR HARBOR,SOUTH AUSTRALIA,5211,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-35.55501885,138.6200225,,,GASA_425453649,45-47 TORRENS STREET,0,5211,VICTOR HARBOR,4,-35.55498541,138.6200406,,BFHLHN
721,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,VICTOR HARBOR STATION,OPERATIONAL,45-47 TORRENS STREET,VICTOR HARBOR,SOUTH AUSTRALIA,5211,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.554957,138.619874,,,GASA_425453649,45-47 TORRENS STREET,0,5211,VICTOR HARBOR,15,-35.55498541,138.6200406,,BFHLHN
723,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WAIKERIE DIVISION,OPERATIONAL,LOT 480 DOWLING STREET,WAIKERIE,SOUTH AUSTRALIA,5330,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.18241527,139.9868845,,,GASA_424167491,LOT 480 DOWLING STREET,0,5330,WAIKERIE,1,-34.18240971,139.9868779,,RMCLHN
722,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WAIKERIE STATION,OPERATIONAL,LOT 480 DOWLING STREET,WAIKERIE,SOUTH AUSTRALIA,5330,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.182316,139.986914,,,GASA_424167491,LOT 480 DOWLING STREET,0,5330,WAIKERIE,11,-34.18240971,139.9868779,,RMCLHN
724,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WALLAROO STATION,OPERATIONAL,LOT 20 ERNEST TERRACE,WALLAROO,SOUTH AUSTRALIA,5556,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-33.929051,137.636307,,,GASA_424169375,LOT 20 ERNEST TERRACE,0,5556,WALLAROO,148,-33.92798579,137.6372731,,YNLHN
